"Col1","Col2","Col3","retail_price","is_FK_Advantage_product","brand","Demand"
"Footwear","Womens","Ballerinas",999,0,"",2.00200400801603
"Footwear","Womens","Ballerinas",999,0,"",2.00200400801603
"Jewellery","Rings",NA,13010,0,"BlueStone",1
"Clothing","Kids","Girls",1499,0,"",1.42897998093422
"Clothing","Kids","Girls",1399,0,"",1.42900919305414
"Clothing","Womens","Western",985,0,"",1.66666666666667
"Clothing","Womens","Western",1425,0,"",1.66666666666667
"Clothing","Womens","Western",1290,0,"",2
"Clothing","Womens","Ethnic",2164,0,"",3.33436055469954
"Jewellery","Rings",NA,10213,0,"WearYourShine by PCJ",1
"Jewellery","Rings",NA,10227,0,"WearYourShine by PCJ",1
"Clothing","Womens","Western",1399,0,"",2.00143061516452
"Clothing","Womens","Western",1399,0,"",2.00143061516452
"Clothing","Womens","Western",1399,0,"",2.00143061516452
"Clothing","Womens","Western",1399,0,"",2.00143061516452
"Clothing","Womens","Western",1399,0,"",2.00143061516452
"Clothing","Womens","Western",1399,0,"",2.00143061516452
"Clothing","Womens","Western",1399,0,"",2.00143061516452
"Clothing","Womens","Western",1399,0,"",2.00143061516452
"Clothing","Womens","Western",1499,0,"",2.1444921316166
"Clothing","Womens","Western",1195,0,"",2.04273504273504
"Clothing","Womens","Western",1799,0,"",2.00111234705228
"Jewellery","Rings",NA,7180,0,"Nishtaa",1.05263157894737
"Clothing","Womens","Western",899,0,"",1
"Clothing","Womens","Western",1099,0,"",1.83166666666667
"Clothing","Womens","Western",2800,0,"",3.2979976442874
"Jewellery","Rings",NA,7810,0,"Nishtaa",1.05256064690027
"Clothing","Womens","Western",2600,0,"",2.89210233592881
"Clothing","Womens","Western",1299,0,"",2.60320641282565
"Clothing","Mens","Winter",1998,0,"",2.6675567423231
"Clothing","Womens","Western",1099,0,"",1.46533333333333
"Clothing","Mens","Winter",1998,0,"",2.6675567423231
"Clothing","Womens","Western",1199,0,"",1.66759388038943
"Clothing","Kids","Girls",999,0,"",1.25031289111389
"Clothing","Mens","Winter",1998,0,"",2.6675567423231
"Clothing","Kids","Girls",1699,0,"",2.00117785630153
"Clothing","Mens","Winter",1998,0,"",2.6675567423231
"Clothing","Kids","Girls",2999,0,"",2.0006671114076
"Clothing","Mens","Winter",1998,0,"",2.6675567423231
"Clothing","Kids","Girls",1899,0,"",1.85268292682927
"Clothing","Mens","Winter",1998,0,"",2.6675567423231
"Clothing","Kids","Girls",1599,0,"",2.46379044684129
"Clothing","Kids","Girls",2999,0,"",1.85237801111797
"Jewellery","Rings",NA,11076,0,"Jewels Of Jaipur",1.17654557042702
"Jewellery","Rings",NA,11587,0,"Jewels Of Jaipur",1.17658407798538
"Jewellery","Rings",NA,31300,0,"BlueStone",1.10549924063151
"Clothing","Womens","Winter",2499,1,"",1.53879310344828
"Clothing","Womens","Winter",2499,1,"",1.53879310344828
"Clothing","Womens","Western",845,0,"",2.01190476190476
"Clothing","Womens","Western",1495,0,"",1
"Clothing","Womens","Western",2095,0,"",1
"Clothing","Womens","Western",815,0,"",1.99754901960784
"Footwear","Womens","Flats",499,0,"",1
"Clothing","Womens","Western",1275,0,"",1.43258426966292
"Jewellery","Rings",NA,9300,0,"Nishtaa",1.05263157894737
"Home","Furnishing","Pillows",7999,0,"JDX",2.37359050445104
"Clothing","Womens","Western",999,0,"",2.00200400801603
"Home","Furnishing","Pillows",5299,0,"JDX",2.20791666666667
"Clothing","Womens","Western",1998,0,"",2.10315789473684
"Home","Furnishing","Pillows",5899,0,"JDX",2.04826388888889
"Clothing","Womens","Western",899,0,"",1.80160320641283
"Mobiles","Accessories","Accessories",1999,0,"DailyObjects",1.18635014836795
"Clothing","Womens","Western",1399,1,"",1.66746126340882
"Jewellery","Rings",NA,2975,0,"Kiara Jewellery",2.01694915254237
"Jewellery","Rings",NA,3675,0,"Kiara Jewellery",1.68965517241379
"Clothing","Womens","Western",1799,0,"",1
"Clothing","Womens","Western",1699,0,"",1.88987764182425
"Jewellery","Rings",NA,4525,0,"Kiara Jewellery",1.49586776859504
"Jewellery","Rings",NA,3911,0,"Kiara Jewellery",2.00051150895141
"Clothing","Womens","Western",2900,0,"",1.16
"Clothing","Womens","Western",1599,0,"",1.23094688221709
"Home","Furnishing","Pillows",5899,0,"JDX",2.04826388888889
"Home","Furnishing","Pillows",7999,0,"JDX",2.37359050445104
"Home","Furnishing","Pillows",10999,0,"JDX",2.34071078952969
"Jewellery","Rings",NA,8690,0,"Ishtaa",1.0526953361599
"Clothing","Kids","Girls",749,0,"",2.02981029810298
"Clothing","Kids","Girls",720,0,"",2
"Clothing","Kids","Girls",740,0,"",2
"Clothing","Kids","Girls",740,0,"",2
"Clothing","Kids","Girls",740,0,"",2
"Clothing","Kids","Girls",720,0,"",2
"Clothing","Kids","Girls",749,0,"",2.02981029810298
"Jewellery","Rings",NA,23124,0,"BlueStone",1.12356056557019
"Clothing","Kids","Boys",1199,0,"",1.53915275994865
"Clothing","Kids","Boys",1499,0,"",2.7304189435337
"Clothing","Kids","Boys",599,0,"",1.36446469248292
"Jewellery","Rings",NA,15916,0,"BlueStone",1
"Clothing","Kids","Girls",2899,0,"",1.9339559706471
"Clothing","Womens","Western",1645,0,"",1.66666666666667
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1400,0,"",1.66666666666667
"Clothing","Mens","Navaksha",1400,0,"",1.66666666666667
"Clothing","Kids","Boys",825,0,"",1
"Clothing","Kids","Boys",1099,0,"",1.66767830045524
"Clothing","Kids","Boys",1400,0,"",1.75
"Jewellery","Rings",NA,22946,0,"BlueStone",1.12353718846399
"Clothing","Kids","Girls",1990,0,"",1
"Clothing","Kids","Girls",2070,0,"",1
"Clothing","Kids","Girls",2230,0,"",1.11111111111111
"Clothing","Kids","Girls",2120,0,"",1
"Clothing","Kids","Girls",2055,0,"",1
"Clothing","Kids","Girls",2630,0,"",1
"Clothing","Kids","Girls",2455,0,"",1
"Clothing","Kids","Girls",1995,0,"",1
"Clothing","Kids","Girls",1995,0,"",1
"Jewellery","Rings",NA,44470,0,"Karatcraft",1.20001079389066
"Clothing","Womens","Western",1199,0,"",1.1112140871177
"Clothing","Womens","Western",999,0,"",1.42918454935622
"Clothing","Womens","Western",999,0,"",1.42918454935622
"Clothing","Womens","Western",1299,0,"",1.42904290429043
"Clothing","Womens","Western",1799,0,"",3.29487179487179
"Clothing","Womens","Western",1999,0,"",1
"Clothing","Womens","Western",699,0,"",1
"Clothing","Womens","Western",999,0,"",1.42918454935622
"Clothing","Womens","Western",1400,0,"",2.33333333333333
"Clothing","Womens","Western",1099,0,"",1.42912873862159
"Clothing","Womens","Western",999,0,"",1.665
"Clothing","Womens","Western",999,0,"",1.665
"Clothing","Womens","Western",999,0,"",2.00200400801603
"Jewellery","Rings",NA,44019,0,"Karatcraft",1.57148977187533
"Clothing","Womens","Western",1400,0,"",2
"Jewellery","Rings",NA,46772,0,"Karatcraft",1.40464892786354
"Clothing","Womens","Western",899,0,"",1.80160320641283
"Clothing","Womens","Western",1200,0,"",2.40480961923848
"Clothing","Womens","Western",1400,0,"",2.80561122244489
"Clothing","Womens","Western",899,0,"",1.80160320641283
"Clothing","Womens","Western",2200,0,"",2.75344180225282
"Clothing","Womens","Western",899,0,"",1
"Clothing","Womens","Western",799,0,"",1.60120240480962
"Footwear","Womens","Flats",399,0,"",2.00502512562814
"Jewellery","Rings",NA,49999,0,"Karatcraft",1.40061067846938
"Clothing","Womens","Western",699,0,"",1.55679287305123
"Clothing","Womens","Western",699,0,"",2.00286532951289
"Jewellery","Rings",NA,47049,0,"Karatcraft",1.3960299092042
"Jewellery","Rings",NA,42860,0,"Karatcraft",1.09998973411354
"Footwear","Womens","Heels",1599,0,"",2.00125156445557
"Footwear","Womens","Heels",1799,0,"",2.00111234705228
"Footwear","Womens","Heels",1599,0,"",2.00125156445557
"Footwear","Womens","Heels",1599,0,"",2.00125156445557
"Jewellery","Rings",NA,3075,0,"Kiara Jewellery",2.00065061808718
"Jewellery","Rings",NA,2875,0,"Kiara Jewellery",2.09090909090909
"Jewellery","Rings",NA,3425,0,"Kiara Jewellery",1.77922077922078
"Jewellery","Rings",NA,3475,0,"Kiara Jewellery",1.75949367088608
"Jewellery","Rings",NA,3275,0,"Kiara Jewellery",2.00061087354918
"Jewellery","Rings",NA,3875,0,"Kiara Jewellery",2.81818181818182
"Jewellery","Rings",NA,3467,0,"Kiara Jewellery",2.00057703404501
"Jewellery","Rings",NA,3625,0,"Kiara Jewellery",1.70588235294118
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Womens","Ethnic",1199,0,"",2.40280561122244
"Home","Furnishing","Linen",1899,0,"Riva Carpets",1
"Home","Furnishing","Linen",1799,0,"Riva Carpets",1
"Home","Furnishing","Linen",1899,0,"Riva Carpets",1
"Home","Furnishing","Linen",1899,0,"Riva Carpets",1
"Home","Furnishing","Linen",1899,0,"Riva Carpets",1
"Jewellery","Rings",NA,48043,0,"Karatcraft",1.52658002605573
"Footwear","Womens","Flats",1299,0,"",1.66752246469833
"Jewellery","Rings",NA,49999,0,"Karatcraft",1.49166144574719
"Jewellery","Rings",NA,49999,0,"Karatcraft",1.48775552712233
"Jewellery","Rings",NA,49999,0,"Karatcraft",1.48096916560528
"Jewellery","Rings",NA,3130,0,"Allure",1.64823591363876
"Jewellery","Rings",NA,3178,0,"Kiara Jewellery",2
"Jewellery","Rings",NA,3225,0,"Kiara Jewellery",2.63265306122449
"Clothing","Womens","Western",799,0,"",1.79550561797753
"Jewellery","Rings",NA,44445,0,"Karatcraft",1.46157387615509
"Jewellery","Rings",NA,2975,0,"Kiara Jewellery",2.01694915254237
"Jewellery","Rings",NA,2975,0,"Kiara Jewellery",2.01694915254237
"Jewellery","Rings",NA,2609,0,"Kiara Jewellery",2.35256988277728
"Clothing","Womens","Western",850,0,"",1
"Clothing","Womens","Western",999,0,"",2.5681233933162
"Clothing","Womens","Western",2299,0,"",2.0919017288444
"Jewellery","Rings",NA,23356,0,"Karatcraft",1.91709759500944
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Posto",3499,0,"",2.33422281521014
"Jewellery","Rings",NA,3680,0,"G-Luck",1.15
"Jewellery","Rings",NA,4888,0,"G-Luck",1.15011764705882
"Jewellery","Rings",NA,3738,0,"G-Luck",1.15015384615385
"Clothing","Womens","Western",900,0,"",1
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Womens","Western",650,0,"",1
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Womens","Western",750,0,"",1
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Womens","Western",1200,0,"",1
"Clothing","Womens","Western",900,0,"",1
"Clothing","Womens","Western",900,0,"",1
"Clothing","Womens","Western",1299,0,"",1.42904290429043
"Clothing","Womens","Western",3190,0,"",2
"Footwear","Womens","Heels",1485,0,"",2.1244635193133
"Footwear","Womens","Heels",1699,0,"",2.43061516452074
"Footwear","Womens","Heels",999,0,"",2.00200400801603
"Footwear","Womens","Heels",999,0,"",2.00200400801603
"Footwear","Womens","Heels",999,0,"",2.00200400801603
"Clothing","Womens","Western",1599,0,"",2.63861386138614
"Jewellery","Rings",NA,8300,0,"Ishtaa",1.05263157894737
"Clothing","Kids","Girls",850,0,"",1.06649937264743
"Clothing","Kids","Girls",895,0,"",2.24310776942356
"Clothing","Kids","Girls",899,0,"",2.0022271714922
"Clothing","Kids","Girls",700,0,"",1.27272727272727
"Clothing","Kids","Girls",599,0,"",2.00334448160535
"Clothing","Kids","Girls",599,0,"",2.00334448160535
"Baby","Care","Wear",599,0,"",2.00334448160535
"Mobiles","Accessories","Accessories",249,0,"Wise Guys",1
"Jewellery","Rings",NA,4025,0,"Kiara Jewellery",1.59405940594059
"Jewellery","Rings",NA,2733,0,"Kiara Jewellery",2.00073206442167
"Jewellery","Rings",NA,3238,0,"Kiara Jewellery",2.61550888529887
"Jewellery","Rings",NA,38992,0,"BlueStone",1.20886684235002
"Clothing","Womens","Winter",2499,1,"",1.53879310344828
"Clothing","Womens","Winter",2099,1,"",1.53885630498534
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Jewellery","Rings",NA,13859,0,"Karatcraft",1.68559961080029
"Clothing","Womens","Western",875,0,"",1.4344262295082
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Jewellery","Rings",NA,7820,0,"G-Luck",1.15
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Womens","Western",845,0,"",2.01190476190476
"Jewellery","Rings",NA,25185,0,"Kundali",1.15
"Clothing","Mens","Navaksha",1550,0,"",2.05026455026455
"Clothing","Womens","Western",999,0,"",2.00200400801603
"Clothing","Womens","Western",1399,0,"",1.42900919305414
"Clothing","Womens","Western",1650,0,"",3
"Jewellery","Rings",NA,20438,0,"BlueStone",1
"Clothing","Mens","Shirts",1795,1,"",1
"Clothing","Kids","Girls",1350,0,"",1.80240320427236
"Clothing","Kids","Girls",5999,0,"",2.00033344448149
"Clothing","Kids","Girls",799,0,"",1
"Clothing","Kids","Girls",1899,0,"",2.00105374077977
"Clothing","Kids","Girls",5799,0,"",2.00034494653329
"Clothing","Kids","Girls",1299,0,"",1.62578222778473
"Clothing","Womens","Western",1299,0,"",2.1686143572621
"Jewellery","Rings",NA,5000,0,"Indian Gems And Jewells",1.42857142857143
"Jewellery","Rings",NA,16646,0,"Karatcraft",1.37638498428973
"Clothing","Mens","Elite",1199,0,"",3.00501253132832
"Jewellery","Rings",NA,45856,0,"Kundali",1.14999373040752
"Clothing","Mens","Winter",2299,1,"",1.53882195448461
"Home","Decor","Needs",1600,0,"Myesquire",2.54777070063694
"Home","Decor","Needs",750,0,"Myesquire",2.41935483870968
"Home","Decor","Needs",890,0,"Myesquire",1.50847457627119
"Home","Decor","Needs",955,0,"Myesquire",1.59432387312187
"Clothing","Womens","Western",499,0,"",1.4297994269341
"Clothing","Womens","Western",1999,0,"",10.0452261306533
"Clothing","Womens","Western",799,0,"",2.22562674094708
"Clothing","Womens","Western",499,0,"",1.58412698412698
"Jewellery","Rings",NA,19306,0,"Karatcraft",1.3360553633218
"Jewellery","Rings",NA,24911,0,"Karatcraft",1.77923005499607
"Jewellery","Rings",NA,24984,0,"BlueStone",1.09081383164513
"Clothing","Womens","Western",999,0,"",2.00200400801603
"Clothing","Womens","Western",1399,0,"",1.42900919305414
"Clothing","Womens","Western",899,0,"",1.99777777777778
"Clothing","Womens","Western",2700,0,"",3.85714285714286
"Clothing","Mens","Shirts",1449,0,"Slim",2.07296137339056
"Clothing","Mens","Shirts",1449,0,"Slim",2.42307692307692
"Clothing","Mens","Shirts",1449,0,"Slim",2.07296137339056
"Clothing","Mens","Shirts",1549,0,"Slim",2.06809078771696
"Clothing","Mens","Shirts",1549,0,"Slim",2.06809078771696
"Clothing","Womens","Western",899,0,"",1
"Jewellery","Rings",NA,49999,0,"Karatcraft",1.31906080991954
"Jewellery","Rings",NA,48214,0,"Karatcraft",1.20000995569715
"Clothing","Womens","Western",2000,0,"",1.17647058823529
"Clothing","Womens","Western",1999,0,"",1.33355570380253
"Jewellery","Rings",NA,42689,0,"Karatcraft",1.10000515357658
"Clothing","Womens","Western",999,0,"",1
"Clothing","Womens","Western",899,0,"",1
"Clothing","Womens","Western",999,0,"",1.25660377358491
"Jewellery","Rings",NA,17060,0,"IskiUski",1.30030487804878
"Clothing","Womens","Western",990,0,"",1
"Clothing","Womens","Western",899,1,"",1.66790352504638
"Clothing","Womens","Western",699,0,"",1.67625899280576
"Clothing","Womens","Western",999,0,"",2.22494432071269
"Clothing","Womens","Western",995,0,"",1.25
"Clothing","Womens","Western",999,0,"",1.33377837116155
"Home","Decor","Needs",349,0,"Myesquire",1.42448979591837
"Home","Decor","Needs",790,0,"Myesquire",2.82142857142857
"Home","Decor","Needs",790,0,"Myesquire",2.92592592592593
"Home","Decor","Needs",790,0,"Myesquire",2.92592592592593
"Home","Decor","Needs",349,0,"Myesquire",1.42448979591837
"Home","Decor","Needs",349,0,"Myesquire",1.42448979591837
"Jewellery","Rings",NA,24624,0,"BlueStone",1
"Clothing","Kids","Girls",1045,1,"",2.00191570881226
"Clothing","Kids","Girls",1095,0,"",1.42950391644909
"Clothing","Kids","Girls",1095,0,"",1.42950391644909
"Clothing","Kids","Girls",1045,1,"",1.42954856361149
"Clothing","Womens","Western",1200,0,"",2
"Clothing","Womens","Western",1099,0,"",1.99818181818182
"Clothing","Mens","Jewlook",1799,0,"",2.00111234705228
"Clothing","Womens","Western",1099,0,"",2.20240480961924
"Clothing","Womens","Western",799,0,"",2.00250626566416
"Clothing","Womens","Western",799,0,"",2.00250626566416
"Clothing","Womens","Western",1299,0,"",2.27495621716287
"Clothing","Womens","Western",1299,1,"",2.27495621716287
"Clothing","Womens","Western",1699,0,"",2.12640801001252
"Clothing","Womens","Western",1484,0,"",2
"Clothing","Womens","Western",1380,0,"",1
"Jewellery","Rings",NA,1500,0,"H E Creations",3
"Clothing","Womens","Western",1700,0,"",2
"Clothing","Womens","Western",1360,0,"",1.42857142857143
"Clothing","Womens","Western",1199,0,"",1.42908224076281
"Clothing","Womens","Western",999,0,"",1.42918454935622
"Clothing","Womens","Western",1700,0,"",2
"Clothing","Womens","Western",670,0,"",1
"Clothing","Womens","Western",1390,0,"",1.42857142857143
"Clothing","Kids","Girls",1565,0,"",1.66666666666667
"Clothing","Kids","Girls",1445,1,"",1.42927794263106
"Clothing","Kids","Girls",1399,0,"",1.25022341376229
"Clothing","Womens","Western",1360,0,"",1.42857142857143
"Clothing","Womens","Western",1290,0,"",1.42857142857143
"Clothing","Womens","Western",799,0,"",2.00250626566416
"Clothing","Womens","Western",899,0,"",1.5008347245409
"Clothing","Womens","Western",799,1,"",1.66805845511482
"Clothing","Womens","Western",1049,1,"",1.4291553133515
"Jewellery","Rings",NA,15598,0,"WearYourShine by PCJ",1
"Clothing","Womens","Western",499,0,"",1.66889632107023
"Clothing","Womens","Western",599,0,"",1.50125313283208
"Jewellery","Rings",NA,48029,0,"Karatcraft",1.09999312919405
"Jewellery","Rings",NA,22459,0,"BlueStone",1
"Jewellery","Rings",NA,42696,0,"Jacknjewel",1.68001888722751
"Jewellery","Rings",NA,26054,0,"KuberBox",1
"Jewellery","Rings",NA,17732,0,"JacknJewel",2.04074116699275
